hotel_id,hotel_name,address,city,state,star_rating,url,photo1,photo2,photo3,photo4,photo5,overview,number_of_reviews,rating_average,price
168,Melia Purosani Yogyakarta,Jalan Suryotomo No. 31,Yogyakarta,D.I. Yogyakarta,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=168,http://pix3.agoda.net/hotelimages/168/0/0a8fcc23dff440936dee08f23f3fa98b.jpg?s=312x,http://pix5.agoda.net/hotelimages/168/168/168_17100414540057134032.jpg?s=312x,http://pix1.agoda.net/hotelimages/168/168/168_17111603340059418725.jpg?s=312x,http://pix5.agoda.net/hotelimages/168/168/168_17111603340059418741.jpg?s=312x,http://pix1.agoda.net/hotelimages/168/0/a224e5e3d9541a0363fc2e74dee1b8f4.jpg?s=312x,"Stop at Melia Purosani Hotel Yogyakarta to discover the wonders of Yogyakarta. The property features a wide range of facilities to make your stay a pleasant experience. 24-hour room service, free Wi-Fi in all rooms, facilities for disabled guests, Wi-Fi in public areas, car park are there for guest's enjoyment. Some of the well-appointed guestrooms feature free welcome drink, towels, separate living room, internet access – wireless, internet access – wireless (complimentary). The hotel offers various recreational opportunities. For reliable service and professional staff, Melia Purosani Hotel Yogyakarta caters to your needs.",745,"8,70",718081
268,The Oberoi Beach Resort,"Jl Kayu Aya,  Seminyak Beach",Bali,Bali,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=268,http://pix1.agoda.net/hotelimages/7304337/0/b4a005edb66f25566392e2d0283f2ada.jpg?s=312x,http://pix4.agoda.net/hotelimages/268/268/268_15060412140028454886.jpg?s=312x,http://pix3.agoda.net/hotelimages/268/268/268_15060413020028460235.jpg?s=312x,http://pix5.agoda.net/hotelimages/268/268/268_15060413020028460236.jpg?s=312x,http://pix2.agoda.net/hotelimages/268/268/268_15060413020028460237.jpg?s=312x,"Set in a prime location of Bali, The Oberoi Bali puts everything the city has to offer just outside your doorstep. The hotel offers a high standard of service and amenities to suit the individual needs of all travelers. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, car power charging station, convenience store are there for guest's enjoyment. All rooms are designed and decorated to make guests feel right at home, and some rooms come with television LCD/plasma screen, separate living room, private pool, internet access – wireless (complimentary), non smoking rooms. The hotel's peaceful atmosphere extends to its recreational facilities which include fitness center, outdoor pool, spa, massage, tennis courts. A welcoming atmosphere and excellent service are what you can expect during your stay at The Oberoi Bali.",522,"9,20",7434258
385,Mercure Kuta Bali,Kuta Beach Street 10 X Br Pande Mas,Bali,Bali,"3,50",https://www.agoda.com/partners/partnersearch.aspx?hid=385,http://pix2.agoda.net/hotelimages/385/385/385_17051613500053013484.jpg?s=312x,http://pix5.agoda.net/hotelimages/385/385/385_16010909450038989717.jpg?s=312x,http://pix1.agoda.net/hotelimages/385/385/385_15072316130032893688.jpg?s=312x,http://pix3.agoda.net/hotelimages/385/385/385_15072316130032893692.jpg?s=312x,http://pix2.agoda.net/hotelimages/385/385/385_15072316130032893710.jpg?s=312x,"Set in a prime location of Bali, Mercure Kuta Bali puts everything the city has to offer just outside your doorstep. The hotel offers a high standard of service and amenities to suit the individual needs of all travelers. Facilities like 24-hour room service, ticket service, gift/souvenir shop, 24-hour security, convenience store are readily available for you to enjoy. Designed for comfort, selected guestrooms offer television LCD/plasma screen, mirror, internet access – wireless, internet access – wireless (complimentary), non smoking rooms to ensure a restful night. To enhance guests' stay, the hotel offers recreational facilities such as water park, surfing lessons, outdoor pool, spa, pool (kids). Discover all Bali has to offer by making Mercure Kuta Bali your base.",2372,"7,80",619001
400,Verwood Hotel and Serviced Residence,Jalan Raya Kupang Indah,Surabaya,East Java,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=400,http://pix3.agoda.net/hotelimages/400/-1/fa2d69a76bab365c0688a01f86191236.jpg?s=312x,http://pix3.agoda.net/hotelimages/400/400/400_17013015440050656887.jpg?s=312x,http://pix1.agoda.net/hotelimages/400/-1/f37bfa0d6754e9f876bf0f1c5914ee4b.jpg?s=312x,http://pix4.agoda.net/hotelimages/400/-1/0f701dea06e964a17290515db34c2b06.jpg?s=312x,http://pix4.agoda.net/hotelimages/400/-1/a6f6131533fdb6c55c3ca05d8c99fbe1.jpg?s=312x,"Set in a prime location of Surabaya, Verwood Hotel and Serviced Residence puts everything the city has to offer just outside your doorstep. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. 24-hour room service, free Wi-Fi in all rooms, taxi service, 24-hour security, daily housekeeping are there for guest's enjoyment. Guestrooms are fitted with all the amenities you need for a good night's sleep. In some of the rooms, guests can find television LCD/plasma screen, carpeting, clothes rack, linens, mirror. Entertain the hotel's recreational facilities, including hot tub, fitness center, sauna, golf course (within 3 km), outdoor pool. Friendly staff, great facilities and close proximity to all that Surabaya has to offer are three great reasons you should stay at Verwood Hotel and Serviced Residence.",2398,"8,00",369077
813,Gran Melia Jakarta,Jalan H.R. Rasuna Said Kav. X - O,Jakarta,DKI Jakarta,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=813,http://pix3.agoda.net/hotelimages/5076972/0/7c876aee275ed4ada5e689ad398734a4.jpg?s=312x,http://pix5.agoda.net/hotelimages/813/-1/dbee9912c1392dc092443c1ee1d854ae.jpg?s=312x,http://pix1.agoda.net/hotelimages/813/813/813_13070921280013862273.jpg?s=312x,http://pix3.agoda.net/hotelimages/813/813/813_13070921280013862274.jpg?s=312x,http://pix3.agoda.net/hotelimages/813/813/813_13071117390013879944.jpg?s=312x,"Ideally located in the prime touristic area of Kuningan, Gran Melia Jakarta promises a relaxing and wonderful visit. The hotel offers a wide range of amenities and perks to ensure you have a great time. 24-hour room service, free Wi-Fi in all rooms, daily housekeeping, gift/souvenir shop, private check in/check out are there for guest's enjoyment. Designed for comfort, selected guestrooms offer television LCD/plasma screen, internet access – wireless (complimentary), non smoking rooms, air conditioning, wake-up service to ensure a restful night. The hotel's peaceful atmosphere extends to its recreational facilities which include hot tub, fitness center, sauna, outdoor pool, spa. For reliable service and professional staff, Gran Melia Jakarta caters to your needs.",1496,"8,40",1309184
950,Le Méridien Jakarta,"Jalan Jenderal Sudirman, Kav 18 - 20",Jakarta,DKI Jakarta,"4,50",https://www.agoda.com/partners/partnersearch.aspx?hid=950,http://pix3.agoda.net/hotelimages/950/-1/ee44db88eb333de24c2a76a1f4c3248b.jpg?s=312x,http://pix2.agoda.net/hotelimages/950/-1/182517fcb0f8fc17b85b755c1dc5b1f1.jpg?s=312x,http://pix2.agoda.net/hotelimages/950/950/950_19051607180074526130.jpg?s=312x,http://pix5.agoda.net/hotelimages/950/950/950_19051607180074526133.jpg?s=312x,http://pix5.agoda.net/hotelimages/950/950/950_19051607180074526136.jpg?s=312x,"Ideally located in the prime touristic area of Sudirman, Le Meridien Jakarta Hotel promises a relaxing and wonderful visit. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. Facilities like 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, taxi service are readily available for you to enjoy. Designed for comfort, selected guestrooms offer television LCD/plasma screen, additional toilet, mirror, towels, separate living room to ensure a restful night. Entertain the hotel's recreational facilities, including fitness center, sauna, outdoor pool, spa, massage. Friendly staff, great facilities and close proximity to all that Jakarta has to offer are three great reasons you should stay at Le Meridien Jakarta Hotel.",593,"8,20",1150000
995,Discovery Kartika Plaza Hotel,"Jl. Kartika Plaza, Po Box 1012",Bali,Bali,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=995,http://pix4.agoda.net/hotelimages/995/-1/d493b25408c3ce31ea6780d607200e0c.jpg?s=312x,http://pix1.agoda.net/hotelimages/995/995/995_19102317290082396249.jpg?s=312x,http://pix4.agoda.net/hotelimages/995/995/995_15022014180025486583.jpg?s=312x,http://pix2.agoda.net/hotelimages/995/995/995_15022015160025488943.jpg?s=312x,http://pix3.agoda.net/hotelimages/995/995/995_15022015240025489381.jpg?s=312x,"Discovery Kartika Plaza Hotel is conveniently located in the popular Kuta area. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. 24-hour room service, free Wi-Fi in all rooms, 24-hour front desk, facilities for disabled guests, luggage storage are there for guest's enjoyment. Each guestroom is elegantly furnished and equipped with handy amenities. The hotel offers various recreational opportunities. Convenience and comfort makes Discovery Kartika Plaza Hotel the perfect choice for your stay in Bali.",2119,"8,50",650826
1139,Mercure Jakarta Kota Hotel,Jl. Hayam Wuruk 123,Jakarta,DKI Jakarta,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1139,http://pix5.agoda.net/hotelimages/4870971/0/daeb86a5d8c862d28af2c6d84fb111a4.jpg?s=312x,http://pix4.agoda.net/hotelimages/113/1139/1139_14050213330019283826.jpg?s=312x,http://pix2.agoda.net/hotelimages/113/1139/1139_16092522100046884101.jpg?s=312x,http://pix5.agoda.net/hotelimages/113/1139/1139_16092522100046884102.jpg?s=312x,http://pix3.agoda.net/hotelimages/113/1139/1139_16092522100046884105.jpg?s=312x,"Stop at Mercure Jakarta Kota Hotel to discover the wonders of Jakarta. The hotel offers a wide range of amenities and perks to ensure you have a great time. Take advantage of the hotel's 24-hour room service, free Wi-Fi in all rooms, facilities for disabled guests, luggage storage, Wi-Fi in public areas. Some of the well-appointed guestrooms feature television LCD/plasma screen, separate living room, internet access – wireless, internet access – wireless (complimentary), air conditioning. Entertain the hotel's recreational facilities, including fitness center, sauna, outdoor pool, spa, massage. For reliable service and professional staff, Mercure Jakarta Kota Hotel caters to your needs.",1522,"7,60",818188
1251,Prime Plaza Hotel Sanur - Bali,Jalan Hang Tuah 46,Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1251,http://pix2.agoda.net/hotelimages/125/1251/1251_15112712350038075727.jpg?s=312x,http://pix3.agoda.net/hotelimages/125/1251/1251_15112713040038076391.jpg?s=312x,http://pix5.agoda.net/hotelimages/125/1251/1251_13091015450014943053.jpg?s=312x,http://pix4.agoda.net/hotelimages/125/1251/1251_13091016160014943587.jpg?s=312x,http://pix3.agoda.net/hotelimages/125/1251/1251_14022509020018446025.jpg?s=312x,"Stop at Sanur Paradise Plaza Hotel to discover the wonders of Bali. The hotel offers guests a range of services and amenities designed to provide comfort and convenience. Facilities like 24-hour room service, free Wi-Fi in all rooms, Wi-Fi in public areas, car park, room service are readily available for you to enjoy. Guestrooms are designed to provide an optimal level of comfort with welcoming decor and some offering convenient amenities like television LCD/plasma screen, separate living room, internet access – wireless, internet access – wireless (complimentary), non smoking rooms. Take a break from a long day and make use of hot tub, fitness center, sauna, outdoor pool, spa. Convenience and comfort makes Sanur Paradise Plaza Hotel the perfect choice for your stay in Bali.",888,"7,90",620052
1418,Hotel Vila Lumbung,"Jalan Raya Petitenget, No. 1000 X Petitenget",Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1418,http://pix1.agoda.net/hotelimages/141/1418/1418_14022615330018477108.jpg?s=312x,http://pix2.agoda.net/hotelimages/141/1418/1418_14081916100021326459.jpg?s=312x,http://pix1.agoda.net/hotelimages/141/1418/1418_17100313410057044092.jpg?s=312x,http://pix5.agoda.net/hotelimages/1418/-1/dc0cd00fbe36f96bdc6df9554d156f89.jpg?s=312x,http://pix2.agoda.net/hotelimages/1418/-1/776cd2ad37565e98dc0b43fa9c21144d.jpg?s=312x,"Hotel Vila Lumbung is a popular choice amongst travelers in Bali, whether exploring or just passing through. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. All the necessary facilities, including free Wi-Fi in all rooms, 24-hour security, daily housekeeping, taxi service, 24-hour front desk, are at hand. Television LCD/plasma screen, separate living room, internet access – wireless, internet access – wireless (complimentary), non smoking rooms can be found in selected guestrooms. Access to the hotel's hot tub, fitness center, outdoor pool, spa, massage will further enhance your satisfying stay. A welcoming atmosphere and excellent service are what you can expect during your stay at Hotel Vila Lumbung.",961,"8,10",397727
1777,Ibis Jakarta Tamarin Hotel,Jl. Kh Wahid Hasyim 77 Jakarta Pusat,Jakarta,DKI Jakarta,"3,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1777,http://pix5.agoda.net/hotelimages/1777/0/2b7b17408fb5325ae2abfb9b97fb69ee.jpg?s=312x,http://pix1.agoda.net/hotelimages/177/1777/1777_15082816580035300335.jpg?s=312x,http://pix5.agoda.net/hotelimages/177/1777/1777_16120916110049575204.jpg?s=312x,http://pix3.agoda.net/hotelimages/177/1777/1777_16120916110049575210.jpg?s=312x,http://pix2.agoda.net/hotelimages/1777/-1/a29408a7be3ec9dc58cdc788dd0dd13d.jpg?s=312x,"Ibis Jakarta Tamarin Hotel is a popular choice amongst travelers in Jakarta, whether exploring or just passing through. The hotel has everything you need for a comfortable stay. All the necessary facilities, including free Wi-Fi in all rooms, 24-hour security, daily housekeeping, fax machine, photocopying, are at hand. Comfortable guestrooms ensure a good night's sleep with some rooms featuring facilities such as internet access – wireless, internet access – wireless (complimentary), air conditioning, desk, mini bar. Access to the hotel's fitness center, outdoor pool, spa, massage will further enhance your satisfying stay. Ibis Jakarta Tamarin Hotel combines warm hospitality with a lovely ambiance to make your stay in Jakarta unforgettable.",1150,"7,30",356401
1781,Aryaduta Menteng,Jl. Prajurit KKO Usman &amp; Harun 44-48,Jakarta,DKI Jakarta,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1781,http://pix2.agoda.net/hotelimages/4882061/0/f3a1f8217340973b6cc905710529c160.jpg?s=312x,http://pix3.agoda.net/hotelimages/178/1781/1781_16103012520048263148.jpg?s=312x,http://pix3.agoda.net/hotelimages/178/1781/1781_16103012440048263033.jpg?s=312x,http://pix1.agoda.net/hotelimages/178/1781/1781_16103012440048263034.jpg?s=312x,http://pix1.agoda.net/hotelimages/178/1781/1781_16103012440048263035.jpg?s=312x,"The 5-star Aryaduta Jakarta offers comfort and convenience whether you're on business or holiday in Jakarta. Offering a variety of facilities and services, the hotel provides all you need for a good night's sleep. Take advantage of the hotel's 24-hour room service, free Wi-Fi in all rooms, 24-hour security, convenience store, daily housekeeping. Closet, complimentary tea, towels, carpeting, clothes rack can be found in selected guestrooms. Access to the hotel's hot tub, fitness center, outdoor pool, spa, massage will further enhance your satisfying stay. Convenience and comfort makes Aryaduta Jakarta the perfect choice for your stay in Jakarta.",2268,"8,10",465468
1822,Grand Inna Kuta,"Jl Pantai Kuta No 1, Br. Pande Mas",Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1822,http://pix1.agoda.net/hotelimages/182/1822/1822_14061913230019924832.jpg?s=312x,http://pix5.agoda.net/hotelimages/182/1822/1822_14070210420020117085.jpg?s=312x,http://pix3.agoda.net/hotelimages/182/1822/1822_14101613440022775853.jpg?s=312x,http://pix4.agoda.net/hotelimages/182/1822/1822_16032911240041137651.jpg?s=312x,http://pix1.agoda.net/hotelimages/182/1822/1822_16042509270041762944.jpg?s=312x,"Ideally located in the prime touristic area of Kuta, Grand Inna Kuta promises a relaxing and wonderful visit. Offering a variety of facilities and services, the hotel provides all you need for a good night's sleep. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, gift/souvenir shop are on the list of things guests can enjoy. Guestrooms are fitted with all the amenities you need for a good night's sleep. In some of the rooms, guests can find television LCD/plasma screen, internet access – wireless (complimentary), non smoking rooms, air conditioning, desk. Entertain the hotel's recreational facilities, including surfing lessons, outdoor pool, spa, massage, pool (kids). Discover all Bali has to offer by making Grand Inna Kuta your base.",3291,"8,00",499101
1961,Legian Beach Hotel,"Jalan Melasti, Legian Kelod",Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=1961,http://pix3.agoda.net/hotelimages/1961/-1/648997eb3abcabddad1f67311b5e72ff.jpg?s=312x,http://pix5.agoda.net/hotelimages/1961/-1/d33b731c584ae5be21b567694cd99c59.jpg?s=312x,http://pix5.agoda.net/hotelimages/196/1961/1961_13111908300017632980.jpg?s=312x,http://pix5.agoda.net/hotelimages/196/1961/1961_15030416420025796889.jpg?s=312x,http://pix4.agoda.net/hotelimages/196/1961/1961_16081010580045361587.jpg?s=312x,"Legian Beach Hotel is perfectly located for both business and leisure guests in Bali. Both business travelers and tourists can enjoy the hotel's facilities and services. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, 24-hour front desk are just some of the facilities on offer. Each guestroom is elegantly furnished and equipped with handy amenities. Take a break from a long day and make use of hot tub, fitness center, outdoor pool, spa, massage. Convenience and comfort makes Legian Beach Hotel the perfect choice for your stay in Bali.",1700,"8,20",617488
2009,Mercure Resort Sanur,Jalan Mertasari,Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2009,http://pix4.agoda.net/hotelimages/4864986/0/69e5eb70925ef0b90a6f705f5e5b1d26.jpg?s=312x,http://pix5.agoda.net/hotelimages/2009/-1/24f0630a350beb3a6d975a9c781fe9d3.jpg?s=312x,http://pix2.agoda.net/hotelimages/200/2009/2009_15080610560033757332.jpg?s=312x,http://pix2.agoda.net/hotelimages/200/2009/2009_15080610560033757333.jpg?s=312x,http://pix1.agoda.net/hotelimages/200/2009/2009_15080610560033757336.jpg?s=312x,"The 4-star Mercure Resort Sanur offers comfort and convenience whether you're on business or holiday in Bali. The hotel has everything you need for a comfortable stay. All the necessary facilities, including 24-hour room service, free Wi-Fi in all rooms, 24-hour security, convenience store, daily housekeeping, are at hand. Guestrooms are fitted with all the amenities you need for a good night's sleep. In some of the rooms, guests can find television LCD/plasma screen, clothes rack, complimentary instant coffee, complimentary tea, linens. Entertain the hotel's recreational facilities, including wind surfing, yoga room, surfing lessons, private beach, golf course (within 3 km). Friendly staff, great facilities and close proximity to all that Bali has to offer are three great reasons you should stay at Mercure Resort Sanur.",1247,"7,70",663431
2209,Villa Seminyak Estate & Spa Hotel - By Astadala,"Jl.Baik-Baik , Seminyak Kuta",Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2209,http://pix2.agoda.net/hotelimages/2209/-1/91b82e3121847c6d927fe5e3a2ef47cf.jpg?s=312x,http://pix3.agoda.net/hotelimages/220/2209/2209_15083115510035434783.jpg?s=312x,http://pix4.agoda.net/hotelimages/220/2209/2209_15083110060035392673.jpg?s=312x,http://pix1.agoda.net/hotelimages/220/2209/2209_15083110060035392691.jpg?s=312x,http://pix2.agoda.net/hotelimages/220/2209/2209_15083110060035392696.jpg?s=312x,"Located in Seminyak, Villa Seminyak Estate & Spa Hotel is a perfect starting point from which to explore Bali. The hotel offers a high standard of service and amenities to suit the individual needs of all travelers. To be found at the hotel are 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, gift/souvenir shop. Some of the well-appointed guestrooms feature slippers, separate living room, television LCD/plasma screen, sofa, umbrella. Entertain the hotel's recreational facilities, including yoga room, hot tub, sauna, outdoor pool, spa. For reliable service and professional staff, Villa Seminyak Estate & Spa Hotel caters to your needs.",579,"8,00",585455
2313,Wyndham Casablanca Jakarta,Jalan Casablanca Kav.18,Jakarta,DKI Jakarta,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2313,http://pix1.agoda.net/hotelimages/2313/-1/d2b2e7be6f9bdae97bc2d11290b3cd4c.jpg?s=312x,http://pix2.agoda.net/hotelimages/231/2313/2313_17021309070050975883.jpg?s=312x,http://pix5.agoda.net/hotelimages/231/2313/2313_15082410530034891068.jpg?s=312x,http://pix4.agoda.net/hotelimages/231/2313/2313_16011308240039065377.jpg?s=312x,http://pix5.agoda.net/hotelimages/231/2313/2313_16011308300039065452.jpg?s=312x,"The 5-star The Park Lane Jakarta offers comfort and convenience whether you're on business or holiday in Jakarta. Offering a variety of facilities and services, the hotel provides all you need for a good night's sleep. Facilities like 24-hour room service, free Wi-Fi in all rooms, 24-hour security, taxi service, daily housekeeping are readily available for you to enjoy. Designed for comfort, selected guestrooms offer television LCD/plasma screen, additional bathroom, carpeting, complimentary instant coffee, complimentary tea to ensure a restful night. Take a break from a long day and make use of yoga room, hot tub, fitness center, sauna, outdoor pool. The Park Lane Jakarta is an excellent choice from which to explore Jakarta or to simply relax and rejuvenate.",2492,"8,30",9364301
2484,Hilton Bali Resort,Jl Raya Nusa Dua Selatan Nusa Dua,Bali,Bali,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2484,http://pix4.agoda.net/hotelimages/2484/-1/58fe502873e120d3833a4182d23b6430.jpg?s=312x,http://pix4.agoda.net/hotelimages/248/2484/2484_16121518340049703261.jpg?s=312x,http://pix5.agoda.net/hotelimages/2484/-1/778db188e11a3b2bfca2a43032a251be.jpg?s=312x,http://pix2.agoda.net/hotelimages/2484/0/450326ec231dfd2c8aab4b350bc2b10e.jpg?s=312x,http://pix1.agoda.net/hotelimages/2484/0/06f6bf0d31a9d257d400aade54e72e4b.jpg?s=312x,"Located in Nusa Dua, Hilton Bali Resort is a perfect starting point from which to explore Bali. The hotel offers a wide range of amenities and perks to ensure you have a great time. To be found at the hotel are 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, gift/souvenir shop. All rooms are designed and decorated to make guests feel right at home, and some rooms come with television LCD/plasma screen, bathroom phone, clothes rack, complimentary instant coffee, complimentary tea. Recuperate from a full day of sightseeing in the comfort of your room or take advantage of the hotel's recreational facilities, including hot tub, fitness center, sauna, outdoor pool, spa. A welcoming atmosphere and excellent service are what you can expect during your stay at Hilton Bali Resort.",1388,"8,30",855001
2537,CAMAKILA Tanjung Benoa,"Jl. Pratama 97a Tanjung Benoa, Nusa Dua",Bali,Bali,"4,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2537,http://pix1.agoda.net/hotelimages/2537/-1/c690cbabcb066f27836b4d089855e800.jpg?s=312x,http://pix1.agoda.net/hotelimages/253/2537/2537_13071315070013891169.jpg?s=312x,http://pix5.agoda.net/hotelimages/253/2537/2537_14081915060021321046.jpg?s=312x,http://pix2.agoda.net/hotelimages/253/2537/2537_16120909500049560334.jpg?s=312x,http://pix1.agoda.net/hotelimages/253/2537/2537_16120909580049560520.jpg?s=312x,"The Tanjung Benoa Beach Resort Bali is a popular choice amongst travelers in Bali, whether exploring or just passing through. Offering a variety of facilities and services, the hotel provides all you need for a good night's sleep. All the necessary facilities, including 24-hour room service, free Wi-Fi in all rooms, wheelchair accessible, daily housekeeping, postal service, are at hand. Guestrooms are designed to provide an optimal level of comfort with welcoming decor and some offering convenient amenities like television LCD/plasma screen, separate living room, internet access – wireless, internet access – wireless (complimentary), non smoking rooms. The hotel offers various recreational opportunities. The Tanjung Benoa Beach Resort Bali combines warm hospitality with a lovely ambiance to make your stay in Bali unforgettable.",870,"7,70",1520069
2716,Angsana Bintan,"Jalan Teluk Berembang, Laguna Bintan, Lagoi 29155, Bintan Resort",Bintan Island,Riau Islands,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2716,http://pix2.agoda.net/hotelimages/2716/-1/a56f3f79efd44af966a35174e17eafea.jpg?s=312x,http://pix4.agoda.net/hotelimages/271/2716/2716_15092115520036233792.jpg?s=312x,http://pix5.agoda.net/hotelimages/271/2716/2716_15092115520036233802.jpg?s=312x,http://pix1.agoda.net/hotelimages/271/2716/2716_15092115520036233804.jpg?s=312x,http://pix4.agoda.net/hotelimages/271/2716/2716_16031510530040761776.jpg?s=312x,"Angsana Bintan is conveniently located in the popular Lagoi area. The hotel has everything you need for a comfortable stay. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, gift/souvenir shop are there for guest's enjoyment. Each guestroom is elegantly furnished and equipped with handy amenities. Recuperate from a full day of sightseeing in the comfort of your room or take advantage of the hotel's recreational facilities, including dart board, private beach, fitness center, golf course (on site), outdoor pool. Convenience and comfort makes Angsana Bintan the perfect choice for your stay in Bintan Island.",2197,"7,80",1455162
2739,The Pavilions Bali,Jalan Danau Tamblingan No. 76 ,Bali,Bali,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=2739,http://pix4.agoda.net/hotelimages/2739/-1/40ef2968d3854e219cf4d07eca466e43.jpg?s=312x,http://pix3.agoda.net/hotelimages/2739/-1/43e5ddd344a7240c197c1f014a5b9981.jpg?s=312x,http://pix5.agoda.net/hotelimages/2739/-1/6b8879d85f37d6cf79f87333ae55568e.jpg?s=312x,http://pix5.agoda.net/hotelimages/2739/-1/20351672184460244f902e766b4232ca.jpg?s=312x,http://pix1.agoda.net/hotelimages/2739/-1/603fa6d59bae304f74d80e9e6d7c5b86.jpg?s=312x,"Stop at The Pavilions Hotel to discover the wonders of Bali. The hotel has everything you need for a comfortable stay. Free Wi-Fi in all rooms, 24-hour security, gift/souvenir shop, Wi-Fi in public areas, car park are there for guest's enjoyment. Each guestroom is elegantly furnished and equipped with handy amenities. The hotel's peaceful atmosphere extends to its recreational facilities which include yoga room, fitness center, outdoor pool, spa, massage. The Pavilions Hotel combines warm hospitality with a lovely ambiance to make your stay in Bali unforgettable.",61,"9,10",2290970
3164,Tugu Bali Hotel,Jl. Pantai Batu Bolong,Bali,Bali,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=3164,http://pix2.agoda.net/hotelimages/316/3164/3164_17091810230056499777.jpg?s=312x,http://pix1.agoda.net/hotelimages/316/3164/3164_16040311150041270134.jpg?s=312x,http://pix4.agoda.net/hotelimages/316/3164/3164_17091810230056499774.jpg?s=312x,http://pix1.agoda.net/hotelimages/316/3164/3164_17091810230056499775.jpg?s=312x,http://pix4.agoda.net/hotelimages/316/3164/3164_17091810230056499778.jpg?s=312x,"Tugu Bali Hotel is perfectly located for both business and leisure guests in Bali. The property features a wide range of facilities to make your stay a pleasant experience. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, car power charging station, shrine are there for guest's enjoyment. Designed for comfort, selected guestrooms offer television LCD/plasma screen, internet access – wireless, private pool, internet access – wireless (complimentary), whirlpool bathtub to ensure a restful night. The hotel offers various recreational opportunities. A welcoming atmosphere and excellent service are what you can expect during your stay at Tugu Bali Hotel.",252,"9,10",2261636
3384,The Oberoi Lombok,"Medana beach,Tanjung",Lombok,West Nusa Tenggara,"5,00",https://www.agoda.com/partners/partnersearch.aspx?hid=3384,http://pix1.agoda.net/hotelimages/338/3384/3384_15060117280028184674.jpg?s=312x,http://pix5.agoda.net/hotelimages/338/3384/3384_15060116580028181181.jpg?s=312x,http://pix5.agoda.net/hotelimages/338/3384/3384_15060117280028184653.jpg?s=312x,http://pix2.agoda.net/hotelimages/338/3384/3384_15060117280028184654.jpg?s=312x,http://pix4.agoda.net/hotelimages/338/3384/3384_15060117280028184655.jpg?s=312x,"The Oberoi Lombok is perfectly located for both business and leisure guests in Lombok. The hotel offers a wide range of amenities and perks to ensure you have a great time. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, 24-hour front desk are on the list of things guests can enjoy. Guestrooms are designed to provide an optimal level of comfort with welcoming decor and some offering convenient amenities like television LCD/plasma screen, separate living room, private pool, internet access – wireless (complimentary), non smoking rooms. Recuperate from a full day of sightseeing in the comfort of your room or take advantage of the hotel's recreational facilities, including hot tub, private beach, fitness center, outdoor pool, spa. Discover all Lombok has to offer by making The Oberoi Lombok your base.",123,"9,00",4399276
